,transgene,reporter,brain_region,spines,apical_intact,specimen_id,adaptation,avg_isi,electrode_0_pa,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,has_burst,has_delay,has_pause,hero_first_last_adratio,hero_first_mean_adratio,hero_second_last_adratio,id,input_resistance_mohm,latency,max_rate_first_last_adratio,max_rate_first_mean_adratio,max_rate_long_square,max_rate_second_last_adratio,mouse_line,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,rheo_first_spike_hw,rheobase_sweep_id,rheobase_sweep_number,ri,sag,seal_gohm,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,thumbnail_sweep_id,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest
942,Cux2,positive,VISp5,spiny,truncated,487445455,,,2.5306250151,0.194791678323,1.11352,3.691295,1.026775,-48.03125,-46.9062538147,-53.4000015259,False,False,False,0.0840879261473,0.249862762288,0.125701743744,487446055,191.759936,0.07245,0.405461767627,0.5158749796,25.0,0.462363455809,Cux2-CreERT2,1.108835,3.68675833333,1.023494,34.15625,34.7708358765,43.0875,0.00103,487445745,39,177.968755364,0.0229636412114,2.652618752,1.124575,3.733515,1.876509,-50.9062538147,-54.2916692098,-77.4250030518,18.1517342336,130.0,66.6666666667,830.0,1.10822,3.68619,1.023057,-36.375,-33.2708333333,-47.2437530518,487445773,1.124575,3.733515,1.876509,-50.9062538147,-54.2916692098,-77.4250030518,3.7269961036,3.66544672809,4.79440877029,-95.2812576294,-77.0266799927
1044,Cux2,positive,VISpm4,spiny,intact,485912047,0.0653829046954,88.2835,-50.8150015122,0.171405456029,1.1521,4.20871166667,1.02503333333,-49.8750038147,-49.2187525431,-51.7656275431,False,False,False,0.301435024184,0.42708999983,0.399608266379,485914222,217.930304,0.03633,0.281283510682,0.438210968382,26.0,0.403860430586,Cux2-CreERT2,1.149805,4.20657833333,1.02339333333,40.34375,43.2083358765,43.2083352407,0.000715,485912727,45,177.031293511,0.0687024816871,1.278618624,1.540055,4.22854333333,1.700825,-59.1250038147,-55.6875025431,-74.3854230245,23.4333560435,80.0,79.6666666667,690.0,1.14939,4.20616,1.0230325,-40.4687538147,-36.4375012716,-47.5677096049,485912709,1.540055,4.22854333333,1.700825,-59.1250038147,-55.6875025431,-74.3854230245,4.02099086371,3.77237813281,4.09388337584,-93.0,-73.6229324341
670,Cux2,positive,VISpm5,spiny,intact,483099796,0.0640748558794,98.0666666667,4.62000012899,0.179113935955,1.180315,3.36348,1.02645666667,-47.5937538147,-47.0208346049,-52.9791679382,False,False,False,0.355349647581,0.457545887152,0.542448720995,483104364,201.156832,0.061335,0.289230019493,0.407693628714,23.0,0.37467511371,Cux2-CreERT2,1.175715,3.35996666667,1.02352,35.6250038147,40.3958346049,39.7187525431,0.001085,483102457,35,208.906248212,0.0733392834663,1.139851392,1.22455,3.40371666667,1.31331833333,-53.6562538147,-55.458337148,-74.9270858765,27.6165733133,70.0,58.5,770.0,1.17515,3.35942833333,1.02304166667,-37.40625,-37.4166679382,-46.5520858765,483102461,1.22455,3.40371666667,1.31331833333,-53.6562538147,-55.458337148,-74.9270858765,4.19675057621,3.98281341552,3.95726501364,-94.96875,-72.9885177612
159,Cux2,positive,VISpor5,spiny,intact,505200218,0.0136482228917,84.1309090909,-38.1675004102,0.127651515152,1.13612,4.2762,1.024904,-49.6875,-47.9375025431,-52.8312522888,False,False,False,0.761145810898,0.840119294606,0.838035752746,505200845,158.798208,0.05754,0.54501607717,0.623826352439,23.0,0.698553054662,Cux2-CreERT2,1.13372,4.27401333333,1.023148,43.875,46.1458346049,47.1812522888,0.00072,505200508,30,153.124794364,0.0595687665045,1.80150272,1.16742,4.31484,1.286644,-56.9375038147,-57.5729179382,-73.7937515259,18.5621089191,90.0,81.3333333333,800.0,1.1333,4.27357333333,1.022788,-38.90625,-35.6770833333,-48.15,505200512,1.16742,4.31484,1.286644,-56.9375038147,-57.5729179382,-73.7937515259,3.64700237106,3.56983650377,3.87221611025,-89.0,-73.5985412598
1000,Cux2,positive,VISp4,aspiny,NA,516906055,0.00109740614937,13.6338888889,18.529998716,0.900601872492,1.0406,8.68525333333,1.024292,-53.125,-52.7916704814,-56.8375022888,False,False,False,0.855263157895,0.953506377083,0.917105263158,516955633,150.403872,0.0124,0.695538057743,0.710727969349,134.0,0.897637795276,Cux2-CreERT2,1.03972,8.6843,1.023364,10.8750009537,8.77083381017,16.3187517166,0.00038,516908778,57,82.9688236117,0.0387163348496,1.580611072,1.109,,1.59108,-38.625,,-73.8437515259,7.14909642977,270.0,191.624994914,600.0,1.0394,8.68389333333,1.023084,-31.65625,-38.2812506358,-45.0625030518,516908760,1.04062,8.68942,1.59108,-53.2187538147,-53.9375038147,-73.8437515259,1.40581027765,1.35745859838,1.65733573907,-83.7187576294,-73.0732498169
414,Cux2,negative,VISp4,spiny,intact,486146828,0.0238074706909,64.8107142857,-44.8518722163,0.245965608466,1.232415,3.42521833333,1.025796,-46.6875038147,-46.5208358765,-49.9875038147,False,False,False,0.53712458287,0.596043423155,0.697928253615,486157460,199.609568,0.07116,0.412612355543,0.511163905365,35.0,0.522043087459,Cux2-CreERT2,1.230125,3.42266,1.023494,38.375,41.2395858765,33.7375022888,0.0008,486147403,46,174.531325698,0.0303827933967,2.48706944,1.27847,3.47361666667,1.34368,-56.5625038147,-55.3020858765,-82.4625015259,21.3984692241,50.0,60.0833346049,830.0,1.22971,3.42225833333,1.023099,-40.8125038147,-38.6770846049,-43.5062522888,486147385,1.27847,3.47361666667,1.34368,-56.5625038147,-55.3020858765,-82.4625015259,4.46279825794,4.65763642454,3.99520115845,-99.59375,-81.0163421631
969,Cux2,negative,VISp4,spiny,intact,485955037,0.0930211667805,81.49875,-6.18437462699,0.205899214229,1.126905,2.7687,1.025464,-51.1875038147,-50.328125,-55.3125038147,False,False,False,0.26603909115,0.431724412951,0.379720993535,485956124,180.243392,0.02235,0.254910456384,0.454958200789,23.0,0.298165800116,Cux2-CreERT2,1.124475,2.7661575,1.023366,41.6875038147,47.1875019073,43.1375022888,0.00076,485955441,35,158.437624574,0.0216296482831,1.051778752,1.142425,2.8046125,1.333809,-56.5312538147,-56.8125019073,-69.3062530518,15.9507720274,90.0,43.6875,187.999987793,1.12405,2.7657675,1.023012,-41.46875,-38.7500019073,-46.1562522888,485955445,1.142425,2.8046125,1.333809,-56.5312538147,-56.8125019073,-69.3062530518,3.90474729361,4.13113027647,3.89943908369,-85.1562576294,-68.2333755493
142,Cux2,negative,VISpm4,spiny,intact,487352877,0.00163635797585,11.1189204545,20.356249672,1.22091841733,1.957665,15.3961966667,1.023734,-59.4687538147,-54.0416679382,-62.9750030518,False,False,False,0.752246469833,0.790544373074,0.744116388532,487353787,102.331968,0.009475,0.756572541383,0.782705926202,201.0,0.810126582278,Cux2-CreERT2,1.95697,15.3952783333,1.023209,4.53125047684,3.16666674614,19.6250011444,0.00042,487353200,55,62.656365335,0.0348440743983,1.051576384,,,1.217097,,,-71.9000030518,4.70420816776,310.0,359.375,496.0,1.956565,15.3949116667,1.022961,-38.9687538147,-32.822918574,-48.4875015259,487353184,1.95771,15.3968633333,1.217097,-59.65625,-54.3229192098,-71.9000030518,0.887256736478,1.05641768515,1.27584133893,-78.53125,-71.4330596924
397,Gad2,positive,VISp4,aspiny,NA,397220859,,6.59,1.88375010035,1.25443595077,1.030905,15.6899275,1.02384083333,-59.2812538147,-50.8281269073,-61.9114583333,False,False,False,,,,471552545,138.732608,0.00724,,,,,Gad2-IRES-Cre,1.03032,15.6891425,1.02330916667,14.5625009537,5.93750023842,23.1822919846,,464300737,59,91.4062485099,0.0249765068293,2.116575104,1.61457,,1.11506583333,-40.1875,,-76.0833333333,6.41411470808,330.0,366.75,0.0,1.030065,15.6887825,1.02307583333,-37.65625,-27.2500009537,-43.541668574,464300711,1.030925,15.689965,1.11506583333,-59.3750038147,-50.9218769073,-76.0833333333,1.21141723892,0.955465034207,1.23798297039,-85.4687576294,-74.9956359863
645,Gad2,positive,VISp4,aspiny,NA,397248752,0.000640075646852,76.35375,2.92687467145,0.206268435952,1.67858,8.794985,1.028057,-54.28125,-56.3229166667,-62.5000007629,False,False,False,0.985904761905,1.01684593095,1.03746031746,397282642,110.782544,0.0419,0.637043966324,0.689966038263,29.0,0.826406521449,Gad2-IRES-Cre,1.674415,8.79017166667,1.023274,21.34375,24.2187506358,22.7875003815,0.00073,397268135,45,98.5938608646,0.0219578873366,2.788234496,1.682965,8.79916,1.261942,-57.1250038147,-58.5208333333,-70.75,7.81574610464,190.0,194.208333333,690.0,1.67402,8.789795,1.022974,-34.90625,-36.1354179382,-39.9562522888,397268139,1.682965,8.79916,1.261942,-57.1250038147,-58.5208333333,-70.75,3.31038289104,3.61918231605,2.59170742803,-81.90625,-70.5153274536
1036,Gad2,positive,VISp4,aspiny,NA,396963717,0.0371794589698,10.0325,-2.21249993153,1.10884967273,1.031195,15.2827816667,1.024165,-63.75,-56.6458346049,-62.6562538147,False,False,False,0.790832049307,1.02317468228,0.708012326656,396975334,125.898584,0.007085,0.669620253165,0.739878751289,140.0,0.715189873418,Gad2-IRES-Cre,1.0305,15.2818633333,1.023365,24.46875,11.34375,22.71875,0.00034,396974458,46,66.875115037,0.0498955063522,1.185055488,1.406855,,2.003205,-44.3750038147,,-77.78125,6.36090117934,330.0,356.5,0.0,1.0302,15.2815,1.023085,-42.03125,-30.6145833333,-47.28125,396974462,1.03124,15.2828483333,2.003205,-63.8750038147,-56.7604179382,-77.78125,1.40001465182,1.15905246432,1.48173624465,-85.9687576294,-76.5811386108
15,Gad2,positive,VISp5,aspiny,NA,397129612,,7.84,10.2456246612,1.08445207618,1.028,9.51872,1.0239225,-59.90625,-52.1875038147,-61.0625,False,False,False,,,,464363028,208.253616,0.00529,,,,,Gad2-IRES-Cre,1.027295,9.51767,1.0231775,17.0,4.06250047684,19.9062509537,,397174368,41,126.339152455,0.053046092391,1.29068928,1.23244,,1.8749225,-41.3437538147,,-69.9375038147,11.0827220961,270.0,212.375,420.0,1.027005,9.51724,1.0229075,-42.71875,-28.46875,-46.4218769073,397174372,1.028065,9.51887,1.8749225,-59.96875,-52.28125,-69.9375038147,1.42698064087,1.0755691579,1.53562780846,-80.28125,-68.3156356812
63,Gad2,positive,VISp5,aspiny,NA,323535089,0.0583637422521,16.679,6.1443749394,0.249959658912,1.065245,10.145285,1.024368,-53.4687538147,-48.46875,-60.3687515259,False,False,False,0.587384615385,0.572276515379,1.81876923077,464341103,235.689568,0.013055,0.333333333333,0.469223661706,40.0,0.338779956427,Gad2-IRES-Cre,1.064215,10.14418,1.023239,7.6875,7.06250047684,7.92500038147,0.00049,396365141,46,189.531251788,0.0383005104959,2.920619264,1.889905,,1.754065,-42.6250038147,,-76.1562530518,14.6019432692,160.0,228.125,570.0,1.06383,10.14368,1.022903,-35.5625,-25.0625019073,-40.3562507629,396365125,1.06533,10.14537,1.754065,-53.6875,-48.625,-76.1562530518,1.41302972422,0.961897252244,1.50009864448,-96.59375,-75.6874694824
180,Gad2,positive,VISp5,aspiny,NA,464326210,0.00474667064417,7.17888888889,-7.6431248483,0.0655502392344,1.029705,,1.023790625,-64.5937576294,,-65.71484375,False,False,False,0.780560524747,0.911700975081,0.906976744186,464370428,180.26936,0.005765,0.780560524747,0.911700975081,28.0,0.906976744186,Gad2-IRES-Cre,1.028935,,1.023030625,18.8750019073,,21.7265632153,0.000355,464356582,53,114.218749106,0.0589748583734,1.517646976,1.60575,,1.363485625,-45.625,,-69.21484375,5.98494110989,160.0,,350.0,1.028605,,1.022731875,-47.125,,-48.1210947037,464356570,1.029775,,1.363485625,-64.71875,,-69.21484375,1.3286690995,,1.36295629215,-83.125,-69.6380767822
360,Gad2,positive,VISp5,aspiny,NA,396968721,0.0323075287858,36.1164285714,-11.7275000475,0.530357142857,1.09703,3.2351225,1.024297,-64.46875,-58.40625,-64.56875,False,False,False,0.678354029705,0.771394102407,0.776479181885,396975744,416.706976,0.024435,0.631193880944,0.716073049117,75.0,0.633521782507,Gad2-IRES-Cre,1.09594,3.2339825,1.0233,23.8125,20.6250009537,25.3437511444,0.00047,396975230,39,340.781360865,0.135835811496,1.302865664,1.54448,,1.460978,-54.5937538147,,-73.8875015259,34.0024844053,50.0,55.3125,479.999969482,1.09556,3.2335875,1.022967,-40.21875,-33.1875,-45.4937522888,396975216,1.09712,3.2400125,1.460978,-64.65625,-59.046875,-73.8875015259,1.47060920966,1.36034491661,1.53738397884,-95.0312576294,-71.4138412476
436,Gad2,positive,VISp5,aspiny,NA,323523338,,,-83.5512423136,0.33798589916,1.029025,12.0457916667,1.023868,-56.4375,-55.7083333333,-61.3125030518,False,False,False,,,,396487707,164.325392,0.00585,,,,,Gad2-IRES-Cre,1.02837,12.04504,1.023225,17.53125,16.71875,24.1937507629,,396364733,43,111.093744636,0.118812508881,1.323631872,,,1.338709,,,-74.20625,6.00991568175,350.0,275.583333333,228.0,1.02811,12.0447183333,1.022984,-32.375,-28.0625,-41.0875015259,396364737,1.02904,12.0458583333,1.338709,-56.53125,-55.8020833333,-74.20625,1.31424757021,1.12103940985,1.34144640848,-86.9375,-72.9347305298
521,Gad2,positive,VISp5,aspiny,NA,323540736,-0.204913283975,51.342,-1.35499987966,0.980531777658,1.315315,12.2612966667,1.023797,-64.84375,-62.7187525431,-65.9625,False,False,False,13.9146215002,3.92027969304,0.884548911165,464358154,144.4344,0.00982,0.692079940785,0.750352046919,160.0,0.720947446336,Gad2-IRES-Cre,1.314795,12.26076,1.023285,20.6875,25.4895846049,32.2875007629,0.00029,396365368,64,93.5937836766,0.0973421111703,1.570059776,,,1.274855,,,-73.9187515259,6.0174659318,320.0,281.0,112.0,1.31453,12.260485,1.023042,-36.78125,-33.8229179382,-45.2687515259,396365352,1.31535,12.2613366667,1.274855,-64.9375,-62.833337148,-73.9187515259,1.04926692353,1.12846119733,1.22354413002,-83.59375,-72.8668365479
666,Gad2,positive,VISp5,aspiny,NA,396939115,0.0277129709221,37.0846,10.2125001164,0.272386058539,1.154995,2.05013833333,1.02425875,-56.9062538147,-56.5520846049,-60.7500009537,False,False,False,0.263295553618,0.366459392848,0.341276760632,464357150,371.07264,0.02106,0.214544357272,0.391256496484,55.0,0.249094749547,Gad2-IRES-Cre,1.153815,2.04903333333,1.02320875,26.03125,34.5000012716,33.5390625,0.000595,396959859,39,430.468857288,0.132928401232,2.017659648,1.68034,2.07864333333,1.61479875,-53.1875,-51.4583346049,-66.4921875,35.9975757826,20.0,25.7083333333,360.0,1.15331,2.04849833333,1.02275625,-41.96875,-39.1770846049,-42.9375,396959837,1.155015,2.050175,1.61479875,-56.9375,-56.6562512716,-66.4921875,1.60071452324,1.51484943129,1.60684992389,-98.6250076294,-65.1735992432
647,Gad2,positive,VISp6a,aspiny,NA,466705337,0.0284146869784,58.0909375,3.30812482442,0.232499996686,1.093015,2.1337325,1.025207,-51.59375,-51.6250038147,-57.6187522888,False,False,False,0.425482213175,0.548708651844,0.463325101782,466802191,212.717072,0.016375,0.454783950617,0.505812926252,35.0,0.466820987654,Gad2-IRES-Cre,1.091335,2.1321575,1.023241,22.28125,29.8750009537,21.0437503815,0.00083,466763102,32,357.142865658,0.0710114762187,3.462454272,1.11637,2.16965,1.066175,-51.9375,-52.9375,-61.0812507629,88.6743577429,29.9999980927,27.75,312.0,1.090835,2.13166,1.022816,-37.0312538147,-35.7812519073,-36.0937515259,466763108,1.11637,2.16965,1.066175,-51.9375,-52.9375,-61.0812507629,2.4432934881,2.55191491859,2.2982044247,-85.8125,-59.3971290588
875,Htr3a,positive,VISp2/3,spiny,intact,489930727,0.0370010448732,35.725,34.2687510313,0.307341281808,1.04931,6.69832333333,1.024261,-55.6875038147,-50.833337148,-57.0000022888,False,False,False,0.340634441088,0.315605318404,0.44833836858,489932306,160.333904,0.010725,0.230828220859,0.268946864259,38.0,0.28527607362,Htr3a-Cre_NO152,1.048275,6.69680166667,1.023257,32.46875,28.3437519073,36.3437530518,0.000445,489931842,38,148.750036955,0.129600584507,1.529554432,1.056735,,1.408845,-54.3125,,-72.7125015259,6.9117681747,90.0,141.91666158,300.0,1.047985,6.69641333333,1.023002,-46.1875,-36.8229179382,-48.4375022888,489931828,1.04948,6.70035833333,1.408845,-55.7812538147,-51.208337148,-72.7125015259,2.83203484181,2.87746479614,2.91790891709,-88.46875,-71.991607666
743,Htr3a,positive,VISp5,spiny,intact,475744706,0.0313114024926,43.6734090909,33.6474979823,0.442857142857,1.131345,2.02568833333,1.026495,-39.875,-49.7604204814,-50.4687519073,False,False,False,0.25211471013,0.279804124623,0.634309882401,475753934,252.332384,0.02949,0.25211471013,0.279804124623,23.0,0.634309882401,Htr3a-Cre_NO152,1.128695,2.02199833333,1.0236825,14.375,9.03125063578,2.84375,0.00118,475751554,36,274.062603712,0.00390733359382,2.12283392,1.179765,2.055805,1.606105,-46.5,-52.3854179382,-64.3125,28.0869513051,50.0,25.0416666667,0.0,1.12805,2.021205,1.0231175,-37.09375,-46.2187525431,-39.5625,475751534,1.179765,2.055805,1.606105,-46.5,-52.3854179382,-64.3125,2.75354843312,3.28433034732,2.8410738781,-94.53125,-64.5871353149
605,Htr3a,positive,VISal2/3,aspiny,NA,487099387,0.0160372490039,20.3547727273,-106.373118647,0.489802631579,1.05293,2.94079,1.024841,-55.0937538147,-55.9791679382,-56.3062530518,False,False,False,0.509097873971,0.652918122844,0.588967630722,487099948,367.354432,0.01012,0.307531380753,0.507622247322,49.0,0.348326359833,Htr3a-Cre_NO152,1.051605,2.93897333333,1.023392,33.0,28.3333339691,37.9062522888,0.000535,487099528,36,267.901778221,0.050167568028,1.237742336,,,1.530804,,,-65.7562515259,13.6187913232,50.0,47.9583333333,44.0,1.05122,2.93848166667,1.023055,-42.2187538147,-37.3125025431,-43.8562522888,487099514,1.054275,2.94209666667,1.530804,-55.34375,-56.7187512716,-65.7562515259,2.4766649552,2.12582439507,2.57984931936,-93.625,-64.6769104004
719,Htr3a,positive,VISal2/3,aspiny,NA,475625477,0.0549845832295,26.0741666667,-13.9893747628,0.0354910737915,1.090215,3.39117666667,1.02427083333,-45.9062538147,-42.8750025431,-52.7500019073,False,False,False,0.563090128755,0.754770046981,0.53347639485,475653972,271.40336,0.01764,0.563090128755,0.754770046981,7.0,0.53347639485,Htr3a-Cre_NO152,1.089095,3.38986333333,1.02324666667,36.625,32.7291692098,40.791668574,0.000445,475644633,44,263.750106096,0.0334620662034,1.374203904,1.097415,3.406125,1.61669583333,-46.59375,-46.0000025431,-67.2447954814,19.04898813,70.0,59.25,350.0,1.08876,3.38945833333,1.02297,-34.9062538147,-32.4479179382,-41.6979192098,475644607,1.097415,3.406125,1.61669583333,-46.59375,-46.0000025431,-67.2447954814,2.34738056593,2.06929940294,2.38960234474,-94.21875,-66.1558990479
291,Htr3a,positive,VISl2/3,aspiny,NA,326786924,0.017192776458,41.7115217391,-6.99749980182,0.344312183761,1.061355,7.38636166667,1.02460166667,-56.9687538147,-56.5937512716,-56.2864596049,False,False,False,0.467622080679,0.528031562544,0.662208067941,396491435,179.331648,0.01519,0.431844660194,0.520718492164,47.0,0.503883495146,Htr3a-Cre_NO152,1.06013,7.38456833333,1.02333,25.7812519073,26.666668574,28.9791676203,0.00057,396398687,46,139.375001192,0.0724908262491,1.271468032,1.06735,7.39081333333,1.3265,-58.375,-58.3645858765,-69.9843775431,10.515754032,130.0,159.125,169.999989827,1.059775,7.38414833333,1.023,-39.65625,-36.5104166667,-42.703125,396398667,1.06735,7.39081333333,1.3265,-58.375,-58.3645858765,-69.9843775431,2.30326009085,2.40484246574,2.39722280875,-84.59375,-68.9802322388
426,Htr3a,positive,VISl5,aspiny,NA,327648537,-0.0252933361032,94.7677777778,-40.8568769095,0.170311867136,1.48934,13.4380416667,1.028951,-54.9062538147,-55.2395846049,-68.7312515259,False,False,False,1.49938618595,1.22436130424,1.57698520385,464350421,102.521304,0.090435,0.675523448023,0.697897999199,25.0,0.858577200931,Htr3a-Cre_NO152,1.48466,13.432845,1.023318,19.90625,23.0416673024,22.7000003815,0.00102,464273024,59,61.5624599159,0.0321450121701,3.287362816,1.49345,13.442365,1.400833,-56.46875,-57.3229166667,-81.6125015259,6.89857550871,350.0,310.291666667,1140.0,1.48418,13.4323783333,1.022966,-35.8437538147,-35.8541692098,-45.0812507629,464273032,1.49345,13.442365,1.400833,-56.46875,-57.3229166667,-81.6125015259,3.69412993885,3.87924762705,2.12020705487,-89.3125,-80.8448028564
247,Htr3a,positive,VISp1,aspiny,NA,482649712,0.00747412994913,50.3344736842,-32.9306235058,0.252807335501,1.334935,7.11974166667,1.02953833333,-45.4375038147,-46.7812512716,-60.3541692098,False,False,False,0.763246253378,0.92580683951,0.804766194415,482651235,213.415776,0.04162,0.36339404709,0.493299383543,40.0,0.421738486599,Htr3a-Cre_NO152,1.33142,7.11534833333,1.02348166667,6.5,12.8854169846,6.94270849228,0.001295,482650477,43,164.687544107,0.00490313256159,1.113099264,1.33749,7.12435833333,1.34619166667,-46.34375,-48.21875,-69.1302108765,9.51005286191,140.0,152.374994914,520.0,1.330735,7.11478666667,1.02309666667,-29.6875019073,-30.8229179382,-35.5885448456,482650465,1.33749,7.12435833333,1.34619166667,-46.34375,-48.21875,-69.1302108765,2.69809822468,2.95737497888,2.04343355876,-87.5625,-68.8334197998
406,Htr3a,positive,VISp1,aspiny,NA,475585413,0.00865127294143,32.9784482759,-77.7599928892,0.331308449537,1.04258,4.59096,1.02671,-50.9062538147,-52.0625038147,-57.5062522888,False,False,False,0.608977006747,0.670589465429,0.657579512598,475586137,338.230464,0.008185,0.377062706271,0.406306213171,44.0,0.439768976898,Htr3a-Cre_NO152,1.040455,4.58795166667,1.023252,28.2812519073,27.9270846049,35.9250022888,0.000705,475585688,40,214.843794703,0.0324125289917,3.5009664,1.043295,4.59320333333,1.042814,-51.6250038147,-53.0833346049,-66.7750015259,9.72543455304,120.000007629,89.1666641235,360.0,1.040015,4.58738666667,1.02287,-34.59375,-32.8750012716,-38.1000022888,475585676,1.043295,4.59320333333,1.042814,-51.6250038147,-53.0833346049,-66.7750015259,2.52540744172,2.49505567584,2.63125434754,-88.3437576294,-65.2329788208
531,Htr3a,positive,VISp1,aspiny,NA,482654108,,17.415,36.9493741159,0.0421951613704,1.034615,15.0971416667,1.0256975,-51.3125038147,-48.4375025431,-57.3645846049,False,False,False,,,,482655892,125.249248,0.00891,,,,,Htr3a-Cre_NO152,1.03342,15.0945433333,1.0232625,30.6875019073,22.5520839691,35.2447923024,,482654526,66,111.250042915,0.0448888465762,3.00982272,,15.0986816667,1.176465,,-49.3125012716,-70.8281300863,9.90858359512,240.000015259,351.875,530.0,1.033095,15.094075,1.0229675,-42.1562538147,-33.7083358765,-44.057293574,482654474,1.035025,15.0986816667,1.176465,-51.6875,-49.3125012716,-70.8281300863,2.47020099153,2.72512194901,2.4886586193,-82.3750076294,-69.9955673218
52,Htr3a,positive,VISp2/3,aspiny,NA,326734770,0.0108590645751,52.0844444444,-62.4618759493,0.236583936926,1.361505,4.483705,1.027445,-50.0,-52.0000019073,-56.6406262716,False,False,False,0.689061154177,0.691185254715,0.972820365585,464364246,198.45928,0.016285,0.338619875148,0.35949886641,36.0,0.687531634891,Htr3a-Cre_NO152,1.358025,4.47898,1.02343166667,16.34375,20.328125,29.567709287,0.00099,464260051,70,152.812540531,0.0303231067955,1.422049792,1.36801,4.49038,1.26418083333,-53.5,-55.1562519073,-67.2500012716,8.73545270738,100.0,86.4375,440.0,1.357475,4.4784725,1.02308166667,-34.8125038147,-35.0312519073,-40.8906262716,464260031,1.36801,4.49038,1.26418083333,-53.5,-55.1562519073,-67.2500012716,2.44398416297,3.01075259145,2.53467006361,-83.59375,-66.510597229
103,Htr3a,positive,VISp2/3,aspiny,NA,477991293,0.0131235670639,60.1221875,-10.7443750078,0.269935686069,1.083365,8.48237,1.028193,-46.6250038147,-48.5625,-58.3125030518,False,False,False,0.673339199296,0.763694767427,0.818375128318,483155471,123.479544,0.02422,0.319868095631,0.437491746493,38.0,0.627370156636,Htr3a-Cre_NO152,1.08135,8.47848,1.023395,28.9062519073,32.109375,31.3312515259,0.000675,477995246,69,112.187504768,0.0678921714425,1.56393408,1.091605,8.4894575,1.49588,-50.8125,-51.7812519073,-71.7000030518,6.83821743391,190.0,186.4375,640.0,1.08092,8.47799,1.02299,-39.6875038147,-38.5468769073,-41.4625015259,477995196,1.091605,8.4894575,1.49588,-50.8125,-51.7812519073,-71.7000030518,3.02183142613,3.24567118845,2.25568777571,-83.4375,-70.7862167358
110,Htr3a,positive,VISp2/3,aspiny,NA,477880128,-0.0212183436003,10.9575,17.4181242346,0.0305803588246,1.06527,6.20492166667,1.02424285714,-52.0625038147,-49.8854166667,-52.8303587777,False,False,False,1.03947979563,1.0212183436,1.0,477883174,252.710896,0.018455,0.717626925271,0.895055140519,5.0,0.617798060468,Htr3a-Cre_NO152,1.064295,6.20349,1.02331214286,31.2812519073,22.3125006358,36.2366093227,0.000415,477882182,31,231.562614441,0.244886443019,1.2171744,1.85131,,1.511635,-50.1875038147,,-67.0223246983,15.3460435151,70.0,129.541666667,380.0,1.063995,6.20310333333,1.023035,-36.03125,-35.3645833333,-42.2098230634,477882186,1.065305,6.206225,1.511635,-52.2812538147,-50.2604204814,-67.0223246983,2.181964686,2.08052494233,2.30018061957,-91.875,-66.3758010864
185,Htr3a,positive,VISp2/3,aspiny,NA,475619177,0.00628998341676,44.7078571429,4.95187484767,0.376626758851,1.075505,3.76027333333,1.025339,-57.4687538147,-52.2395846049,-56.3375022888,False,False,False,0.777274164646,0.824687255356,0.893960156003,475620372,220.019152,0.02555,0.5,0.528860546659,53.0,0.772429435484,Htr3a-Cre_NO152,1.072965,3.75718833333,1.023422,26.6250019073,25.2812512716,28.9375007629,0.0007,475619820,41,179.6875,0.0139154363424,2.346169856,1.079955,3.76673833333,1.758916,-59.7187538147,-55.8854204814,-65.5812530518,10.4881292678,50.0,68.4166666667,62.0,1.072385,3.75673666667,1.023057,-43.2500038147,-38.2083333333,-42.8062507629,475619796,1.079955,3.76673833333,1.758916,-59.7187538147,-55.8854204814,-65.5812530518,3.09608358698,3.19970299495,2.95722277429,-87.96875,-65.2319946289
191,Htr3a,positive,VISp2/3,aspiny,NA,481136214,0.0168134899208,117.521428571,-14.1787493205,0.175363992064,1.276875,14.490275,1.029535,-51.53125,-52.3125038147,-66.5125045776,False,False,False,0.815215157618,0.843888652525,1.13279355555,481137997,86.305232,0.06977,0.558501284999,0.586172629188,28.0,0.787366427702,Htr3a-Cre_NO152,1.272995,14.48495,1.023371,23.125,28.3958346049,28.7312507629,0.000855,481137283,73,72.1874982119,0.0210853274912,1.82408128,1.28338,14.4951933333,1.385703,-54.9687538147,-54.6770858765,-77.5375030518,6.30289795597,310.0,336.625,1060.0,1.272535,14.4845016667,1.023016,-34.71875,-34.7916666667,-40.4437530518,481137229,1.28338,14.4951933333,1.385703,-54.9687538147,-54.6770858765,-77.5375030518,3.38815811624,4.08968804304,2.66357294264,-83.7812576294,-76.1771469116
