,transgene,reporter,brain_region,spines,apical_intact,specimen_id,adaptation,avg_isi,electrode_0_pa,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,has_burst,has_delay,has_pause,hero_first_last_adratio,hero_first_mean_adratio,hero_second_last_adratio,id,input_resistance_mohm,latency,max_rate_first_last_adratio,max_rate_first_mean_adratio,max_rate_long_square,max_rate_second_last_adratio,mouse_line,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,rheo_first_spike_hw,rheobase_sweep_id,rheobase_sweep_number,ri,sag,seal_gohm,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,thumbnail_sweep_id,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest
966,Ntsr1,positive,VISp6a,spiny,intact,490259231,0.0153300746726,77.6633333333,46.2406259116,0.158258925308,1.11379,8.37511333333,1.025095,-49.6562538147,-49.1145858765,-55.875002861,False,False,False,0.713175470553,0.756212712992,0.818154219794,490259686,95.299752,0.053785,0.446391413865,0.508742186119,25.0,0.617566531596,Ntsr1-Cre_GN220,1.111745,8.37324666667,1.0233625,38.0000038147,37.6875025431,39.1250009537,0.000685,490259503,39,127.031207085,0.162562116981,1.512817536,1.138955,8.40096166667,1.27317875,-54.0312538147,-54.5937538147,-78.718755722,14.2446446743,190.0,183.833333333,839.999938965,1.1113,8.37277,1.02297875,-38.625,-36.3958346049,-52.4687538147,490259507,1.138955,8.40096166667,1.27317875,-54.0312538147,-54.5937538147,-78.718755722,2.69773016239,2.47974404507,2.46155361222,-90.9687576294,-78.6349716187
989,Ntsr1,positive,VISp6a,spiny,intact,488676149,0.0320279014471,45.110952381,11.9012499508,0.209302336128,1.063195,6.684665,1.026102,-47.5625038147,-48.6250038147,-54.7187522888,False,False,False,0.26969779969,0.327414945162,0.544417054688,488676851,169.12584,0.017515,0.31583403895,0.354888963239,27.0,0.554251844684,Ntsr1-Cre_GN220,1.06079,6.6824,1.023705,20.3125019073,30.3750019073,16.7187507629,0.001035,488676398,46,151.56288445,0.112007252872,1.40097984,,6.7093,1.121797,,-51.1875038147,-79.4312530518,12.5977240256,180.0,141.5,720.0,1.06016,6.68176,1.023187,-37.7812538147,-35.0,-41.4875030518,488676384,1.063195,6.7093,1.121797,-47.5625038147,-51.1875038147,-79.4312530518,2.52499615406,2.29200665123,2.32978840263,-97.6875076294,-78.5200042725
995,Ntsr1,positive,VISp6a,spiny,intact,488448839,0.0237073067789,51.0925,12.821250138,0.34852114072,1.106795,5.10423333333,1.025126,-55.8125038147,-53.3854192098,-56.0312515259,False,False,False,0.442011688205,0.525517443852,0.724092517903,488449377,100.70636,0.0266,0.308355573804,0.373446046743,50.0,0.716074727982,Ntsr1-Cre_GN220,1.10513,5.10269,1.023595,45.9687538147,47.6458346049,43.2750030518,0.000735,488449053,43,147.499918938,0.137995809317,2.00816896,1.14142,5.139565,1.123507,-58.0312538147,-56.4791704814,-75.1000045776,14.9430428134,90.0,102.041664124,509.999969482,1.104665,5.10220333333,1.023175,-47.0937538147,-45.4375025431,-51.4937538147,488449035,1.14142,5.139565,1.123507,-58.0312538147,-56.4791704814,-75.1000045776,2.65557073563,2.69949189775,2.75114308122,-90.9062576294,-74.173248291
158,Ntsr1,positive,VISp6a,spiny,truncated,490385956,0.0150098762621,53.5364705882,-19.1593737403,0.213888897999,1.454135,3.0650375,1.0251025,-50.34375,-48.578125,-56.4375038147,False,False,False,0.618109411025,0.826259174614,0.630475791239,490386264,181.749024,0.065525,0.661219725708,0.723560156631,20.0,0.80994066725,Ntsr1-Cre_GN220,1.451385,3.0624475,1.023135,19.53125,28.3906269073,21.65625,0.000795,490386084,32,245.312705636,0.119957461953,1.96742656,1.491615,3.0983025,1.3978575,-57.0937538147,-54.59375,-66.75,24.0032527496,30.0000019073,51.0625,460.0,1.45087,3.0619725,1.022735,-40.53125,-38.2968769073,-46.3125019073,490386072,1.491615,3.0983025,1.3978575,-57.0937538147,-54.59375,-66.75,2.7584284824,2.76533211249,2.60110356913,-83.0000076294,-65.2310028076
182,Ntsr1,positive,VISp6a,spiny,truncated,488430421,0.0841486553963,84.399,48.5493728553,0.147894359436,1.10193,7.58341166667,1.02446666667,-44.9375038147,-43.0208346049,-52.2083358765,False,False,False,0.200613056806,0.364459294541,0.306397965173,488431606,110.793784,0.03683,0.308728599495,0.393336270585,29.0,0.502385630087,Ntsr1-Cre_GN220,1.100725,7.58233,1.02322833333,25.28125,22.1458352407,31.2812519073,0.000525,488430672,32,145.625084639,0.0313746854663,1.44263296,1.118125,7.60033666667,1.774205,-49.0,-47.8854204814,-69.1875050863,15.8406459227,150.0,164.041666667,440.0,1.10032,7.58178833333,1.02289,-29.7812519073,-27.53125,-43.96875,488430676,1.118125,7.60033666667,1.774205,-49.0000038147,-47.8854204814,-69.1875050863,1.94683080598,1.58865306592,2.22944941278,-81.6562576294,-67.9644393921
219,Ntsr1,positive,VISp6a,spiny,truncated,485287944,0.0255161594575,76.3208333333,-8.55374972242,0.179905338022,1.11488,7.45594333333,1.025355,-47.5937538147,-48.5625038147,-54.2008961269,False,False,False,0.569791078487,0.661090789977,0.654432523998,485288541,128.255456,0.054425,0.352188552189,0.437145675423,24.0,0.54987974988,Ntsr1-Cre_GN220,1.112805,7.45390833333,1.02351357143,40.9375038147,41.2812525431,43.763395037,0.000815,485288245,42,134.218677878,0.097673997283,3.055666944,1.135235,7.47882333333,1.37495214286,-49.125,-52.2187512716,-78.0401796613,15.4246382179,190.0,160.791666667,930.0,1.112255,7.45335333333,1.02304714286,-31.40625,-31.8645852407,-47.2723246983,485288249,1.135235,7.47882333333,1.37495214286,-49.125,-52.2187512716,-78.0401796613,2.36174356884,2.20608960208,2.5258623559,-91.8125076294,-76.8444442749
226,Ntsr1,positive,VISp6a,spiny,truncated,501566512,0.542357967303,307.1,9.27500003883,0.155346607523,1.08516,8.53670666667,1.02542666667,-47.0,-46.9270858765,-55.0937525431,False,False,False,0.0527448603449,0.138847281016,0.0869597486455,593651063,209.971936,0.03378,0.287149656267,0.459497768093,21.0,0.345319936542,Ntsr1-Cre_GN220,1.08298,8.53443333333,1.02356,40.7812538147,42.7291692098,42.3229179382,0.00086,585116252,45,136.562421918,0.132638186216,1.388856576,1.08612,8.55396666667,1.1305,-47.8750038147,-49.7291679382,-81.2500050863,14.1818948651,210.0,187.833333333,860.0,1.08244,8.53384666667,1.02312,-33.96875,-33.7604179382,-46.9375025431,585116215,1.08612,8.55396666667,1.1305,-47.8750038147,-49.7291679382,-81.2500050863,2.71890141224,2.52813735284,3.06070724707,-95.5000076294,-80.0506210327
256,Ntsr1,positive,VISp6a,spiny,truncated,488426904,0.194479783619,150.174166667,12.9956254091,0.170432877061,1.09724,7.72439333333,1.025109,-48.71875,-50.8854204814,-55.4625022888,False,False,False,0.0952171122585,0.330949064697,0.115323824394,488428698,175.084272,0.03744,0.180766161213,0.410698096102,26.0,0.235206931935,Ntsr1-Cre_GN220,1.094965,7.72214333333,1.023372,36.4062538147,39.7812525431,38.2875007629,0.00085,488427446,53,133.281290531,0.0781460627913,1.646988416,1.11494,7.74058166667,1.515931,-51.4062538147,-53.927087148,-80.0500045776,12.2742062048,230.0,167.541666667,880.0,1.094445,7.72163166667,1.022952,-37.65625,-37.4479204814,-50.6125022888,488427430,1.11494,7.74058166667,1.515931,-51.4062538147,-53.927087148,-80.0500045776,3.00435007761,2.84424256163,3.00427104533,-94.0937576294,-78.923828125
533,Ntsr1,positive,VISp6a,spiny,truncated,485182362,,,-11.3556256412,0.0212643678161,1.06352,12.4559516667,1.02498125,-38.9375,-38.75,-49.2500038147,False,False,False,,,,485196094,95.787344,0.036535,,,,,Ntsr1-Cre_GN220,1.062275,12.4547683333,1.02348,23.5625,11.75,35.9062519073,,485185800,37,82.81211555,0.128487274051,1.998873088,1.08326,12.4771166667,1.56770375,-42.1875,-44.1562525431,-77.851568222,9.43292454457,230.0,285.833333333,365.0,1.06162,12.4531183333,1.0230225,-24.5625,-26.7604179382,-46.296877861,485185816,1.08326,12.4771166667,1.56770375,-42.1875,-44.1562525431,-77.851568222,1.41825104069,0.85019594388,2.30170615,-90.3750076294,-76.9102935791
798,Ntsr1,positive,VISp6a,spiny,truncated,488430487,,67.97,6.47125018502,0.121274778701,1.105905,13.6096,1.025198,-46.75,-48.9218769073,-54.7000022888,False,False,False,,,,488431892,88.903048,0.03793,,,,,Ntsr1-Cre_GN220,1.10414,13.607935,1.023432,32.28125,38.296875,39.9187507629,,488431079,68,79.9999982119,0.107222773135,1.702454144,1.122095,13.6267825,1.265342,-52.7812538147,-54.4218769073,-83.0062561035,10.9458939848,350.0,314.6875,1200.0,1.10366,13.6074575,1.023058,-35.0,-35.8125,-53.2250015259,488431061,1.122095,13.6267825,1.265342,-52.7812538147,-54.4218769073,-83.0062561035,2.57947693536,2.43023110124,3.22725133153,-91.875,-82.5060348511
827,Ntsr1,positive,VISp6a,spiny,truncated,488688344,,,-44.5268752425,0.00544915078877,1.042855,6.67347333333,1.025011,-52.2187538147,-45.2187525431,-55.7875030518,False,False,False,,,,488690202,231.658592,0.00999,,,,,Ntsr1-Cre_GN220,1.040985,6.67166,1.023336,29.0000019073,28.447918574,35.7625007629,,488689179,42,192.053586245,0.00735934078693,1.237925248,1.632435,6.69193333333,1.612528,-48.71875,-50.0208358765,-67.3937530518,23.1352112096,140.0,141.291666667,450.0,1.040515,6.67096,1.022946,-39.6875038147,-31.1666679382,-48.1375022888,488689167,1.04305,6.69193333333,1.612528,-52.5000038147,-50.0208358765,-67.3937530518,2.47462646816,1.75805521193,2.93622788084,-86.75,-66.3029708862
934,Ntsr1,positive,VISp6a,spiny,truncated,490718897,0.219488410472,66.655,8.6024997889,0.109722214547,1.09262,9.89133666667,1.025416,-46.09375,-47.3125012716,-55.4562530518,False,False,False,0.639756517462,0.780511589528,1.0,490753969,116.010432,0.030765,0.208725776767,0.332033268161,18.0,0.260907220959,Ntsr1-Cre_GN220,1.090425,9.889355,1.023582,29.1250019073,29.9895852407,34.6500015259,0.000895,490732129,49,115.625075996,0.0224851034582,1.819824384,,9.90384,1.403077,,-48.2187538147,-69.8875045776,14.8473252841,290.0,221.75,800.0,1.08978,9.88864833333,1.023087,-32.0937538147,-32.2812512716,-48.0312522888,490732134,1.09267,9.90384,1.403077,-46.1562538147,-48.2187538147,-69.8875045776,2.02955150242,1.90281428307,2.4754795008,-82.1562576294,-69.5698165894
984,Ntsr1,positive,VISp6a,spiny,truncated,490264167,,83.18,-1.1625001092,0.156885513498,1.089545,6.667935,1.025055,-47.2500038147,-44.1354192098,-51.0312530518,False,False,False,,,,490266564,94.153832,0.031845,,,,,Ntsr1-Cre_GN220,1.087715,6.66608333333,1.023398,45.875,46.4166666667,49.5187522888,,490265075,42,145.624890924,0.0955294892192,2.379266304,1.113325,6.68912833333,1.552211,-53.7187538147,-50.8958346049,-70.0812530518,15.7585495358,110.0,141.166666667,680.0,1.08725,6.66556666667,1.023013,-35.1875,-32.3854192098,-45.5750030518,490265061,1.113325,6.68912833333,1.552211,-53.7187538147,-50.8958346049,-70.0812530518,2.48441700641,2.4563515956,3.37198611121,-86.84375,-69.3971939087
1039,Ntsr1,positive,VISp6a,spiny,truncated,471819401,0.120438046972,116.5925,-5.70249967038,0.1838624339,1.078705,7.693945,1.02502166667,-48.9375038147,-48.1979204814,-54.2031269073,False,False,False,0.437265547878,0.379912944658,0.679220138203,471827674,194.791392,0.027465,0.452782155413,0.470585764833,25.0,0.662504546006,Ntsr1-Cre_GN220,1.076915,7.692325,1.02343666667,34.1875038147,34.8437512716,40.9166679382,0.00062,471826867,49,131.790757179,0.160916790366,1.326573056,1.097405,7.714515,1.3435,-50.8125,-53.0000038147,-77.8281275431,13.7837214968,190.0,166.833333333,830.0,1.07645,7.69184,1.02304083333,-32.28125,-32.2604198456,-50.4583352407,471826853,1.097405,7.714515,1.3435,-50.8125,-53.0000038147,-77.8281275431,2.20498476977,2.05715902271,2.69065866117,-91.9375076294,-77.4934310913
632,Ntsr1,positive,VISp6b,spiny,intact,522147522,0.045550395712,94.072,1.44749988905,0.20833333868,1.27352,6.03582666667,1.02533333333,-52.5000038147,-54.4583346049,-57.9166704814,False,False,False,0.436036927135,0.562335232588,0.543850972634,522164565,264.798528,0.05872,0.45054375971,0.519264015806,30.0,0.683065769032,Ntsr1-Cre_GN220,1.27162,6.03404,1.02354666667,46.5,47.8333358765,43.645837148,0.00078,522153288,36,149.151861668,0.12802401185,2.720886528,1.27972,6.04588,1.08333333333,-53.03125,-55.9270846049,-73.5625,11.782991498,150.0,125.33333079,580.0,1.27118,6.03356666667,1.02315333333,-34.0312538147,-36.4270858765,-44.3333346049,522153292,1.27972,6.04588,1.08333333333,-53.03125,-55.9270846049,-73.5625025431,2.83299305354,2.71166003642,2.66119913601,-89.5312576294,-73.0108566284
708,Ntsr1,positive,VISpm5,spiny,truncated,322781822,0.0226394565263,59.69,-93.5949928671,0.196153846154,1.5342,3.30201833333,1.02589,-55.28125,-51.6041704814,-59.24375,False,False,False,0.529044092669,0.652286815212,0.610435491542,464348952,334.118944,0.038845,0.49030600327,0.576179566498,27.0,0.610371408549,Ntsr1-Cre_GN220,1.52998,3.29834,1.023405,44.3125,46.4062525431,44.2687522888,0.001155,396362675,33,278.794765472,0.0985685810447,2.264308736,1.5441,3.32578833333,1.804796,-58.84375,-58.0520858765,-76.9250030518,28.8238727566,70.0,56.9166666667,730.0,1.52943,3.29779666667,1.022982,-36.5625038147,-34.4895846049,-45.8937507629,396362681,1.5441,3.32578833333,1.804796,-58.84375,-58.0520858765,-76.9250030518,4.31481912564,3.88030804595,4.04489022204,-102.5,-74.1093292236
547,Ntsr1,negative,VISp5,spiny,intact,485934207,,,-26.5950005074,0.133984372998,1.16842,8.64183,1.02486125,-48.0,-49.9166692098,-49.109377861,False,False,False,,,,485934924,144.503296,0.066485,,,,,Ntsr1-Cre_GN220,1.16666,8.64017666667,1.02348625,40.6250038147,40.4895858765,40.1484384537,,485934411,46,104.374997318,0.041612457484,1.727617152,1.213015,8.66872333333,1.5225925,-58.8750038147,-55.5625038147,-83.351568222,15.4639789079,170.0,190.500005086,1250.0,1.16624,8.63972166667,1.0230875,-40.90625,-40.6354204814,-50.367190361,485934415,1.213015,8.66872333333,1.5225925,-58.8750038147,-55.5625038147,-83.351568222,3.46538511397,3.09394954478,3.50422047611,-93.5937576294,-82.9740829468
878,Ntsr1,negative,VISp5,spiny,intact,490712265,0.0279980499766,48.11375,10.0037495648,0.306951219512,1.13992,3.629115,1.025295,-46.3125038147,-47.9270846049,-48.7000022888,False,False,False,0.33219525699,0.374113429113,0.725662083602,490734812,224.252752,0.03588,0.191284663271,0.210059661916,41.0,0.393887945671,Ntsr1-Cre_GN220,1.13754,3.62684,1.023484,36.8125038147,42.5729192098,31.7500011444,0.000945,490720156,39,209.218680859,0.0321635641158,2.670002176,1.17109,3.65615333333,1.628148,-48.8750038147,-50.6354192098,-70.0687561035,14.7494434621,50.0,65.1249974569,164.0,1.13695,3.626295,1.023015,-39.15625,-39.9687538147,-41.6625015259,490720110,1.17109,3.65615333333,1.628148,-48.8750038147,-50.6354192098,-70.0687561035,3.07616722342,3.07897576263,2.86150861924,-92.2500076294,-70.0392227173
886,Ntsr1,negative,VISp5,spiny,truncated,488467273,0.0631417488634,87.37,-20.1050009974,0.184328916044,1.12266,4.59357333333,1.02555,-48.8125,-45.9062525431,-52.5250030518,False,False,False,0.318744053283,0.498454847202,0.41780721657,488468977,224.515216,0.04119,0.283659730722,0.349410268089,25.0,0.506323949408,Ntsr1-Cre_GN220,1.11895,4.58953,1.023406,35.0,36.3333358765,34.3125015259,0.00099,488467432,43,162.968710065,0.0344280749559,1.70821696,1.153325,4.63011833333,1.728844,-56.0625,-55.4166692098,-83.9250045776,19.0547975087,90.0,89.2083307902,740.0,1.11842,4.58893333333,1.022951,-41.5312538147,-38.3125,-49.9000022888,488467436,1.153325,4.63011833333,1.728844,-56.0625,-55.4166692098,-83.9250045776,3.5302821223,3.2549577193,3.47592507305,-99.46875,-83.6323013306
118,Ntsr1,negative,VISp6a,spiny,intact,488688374,0.0417064060719,58.4934375,-28.8318761227,0.217753636054,1.13349,4.40336833333,1.0251925,-43.7500038147,-41.7187525431,-47.5468788147,False,False,False,0.27450188476,0.348586112758,0.613018309101,488690092,179.450096,0.034455,0.186760941119,0.204195460045,27.0,0.556137998293,Ntsr1-Cre_GN220,1.130695,4.400905,1.0234025,40.5,42.3333346049,38.8854173024,0.00082,488688972,47,96.093557775,0.0227881371975,1.502336128,1.17684,4.44041333333,1.67474083333,-52.3437538147,-51.7708358765,-77.4479179382,17.0765708965,90.0,84.5,780.0,1.13024,4.40041666667,1.02298,-38.6562538147,-37.5416692098,-45.0781281789,488688958,1.17684,4.44041333333,1.67474083333,-52.3437538147,-51.7708358765,-77.4479192098,3.56740927964,3.7148084217,3.55574172684,-95.5625,-77.6519393921
882,Ntsr1,negative,VISp6a,spiny,intact,485911892,0.0440867930179,81.0063636364,-23.5806252996,0.166071444434,1.129555,4.81208666667,1.02629,-42.125,-42.2812525431,-48.4895858765,False,False,False,0.410126320149,0.488973930219,0.662404224477,485914479,134.00512,0.04825,0.311788802913,0.364637716766,27.0,0.506258534365,Ntsr1-Cre_GN220,1.12539,4.80752833333,1.02364666667,25.6875,32.9062512716,25.0625006358,0.001135,485913259,38,165.312498808,0.0619155727327,1.557660672,1.17088,4.853755,1.273955,-47.46875,-49.0208358765,-78.2812525431,20.6566658522,110.0,94.6666692098,780.0,1.12484,4.80698333333,1.02319833333,-36.8750038147,-35.9791692098,-42.2604179382,485913263,1.17088,4.853755,1.273955,-47.46875,-49.0208358765,-78.2812525431,4.41269665454,3.8793277273,3.20676017104,-97.4375,-77.4951934814
894,Ntsr1,negative,VISp6a,spiny,intact,488462885,0.0312300427608,59.552,11.7875006631,0.202232142857,1.1756,2.93125833333,1.02619833333,-51.59375,-53.7187538147,-58.3854192098,False,False,False,0.4151251019,0.55581676518,0.538972847558,488465562,243.882672,0.06199,0.489559819413,0.611269999171,35.0,0.598194130926,Ntsr1-Cre_GN220,1.172505,2.928275,1.02322833333,34.375,43.3958358765,42.5104179382,0.000975,488464930,35,272.968739271,0.290046036243,2.282635008,1.199095,2.97128333333,1.09273166667,-53.9687538147,-56.270837148,-67.6822942098,24.8499757201,50.0,47.6666692098,400.0,1.171935,2.92778666667,1.02282416667,-40.21875,-40.0520858765,-44.1250019073,488464918,1.199095,2.97128333333,1.09273166667,-53.9687538147,-56.270837148,-67.6822942098,3.30454516353,4.10051725629,3.79388044522,-98.3125076294,-66.3410873413
813,Ntsr1,negative,VISp6b,spiny,intact,503823047,0.0274672324432,71.0446153846,-41.6074986964,0.170123839009,1.1312,3.34429,1.025024,-50.25,-52.9218788147,-51.9625,False,False,False,0.50981391792,0.5630264839,0.895233239867,509502566,192.884944,0.04128,0.321895424837,0.348400951639,29.0,0.7674291939,Ntsr1-Cre_GN220,1.12834,3.34089,1.023024,28.9062519073,34.046875,26.9750015259,0.00104,509477336,28,163.020834327,0.0603595674038,1.257615616,1.17454,3.38093,1.627388,-58.46875,-60.3750038147,-75.24375,20.6065901296,70.0,58.0624980927,700.0,1.12774,3.3403,1.022512,-41.78125,-41.3593788147,-45.9375030518,509477340,1.17454,3.38093,1.627388,-58.46875,-60.3750038147,-75.24375,3.38951817083,3.42244286387,3.14473398406,-91.5625,-74.8118515015
166,Ntsr1,negative,VISp5,aspiny,NA,490746462,0.00793566885376,25.6968421053,9.03125057378,0.601279527559,1.08625,3.49499166667,1.024793,-61.4062538147,-59.1458358765,-60.6062522888,False,False,False,0.554754098361,0.658446665574,0.744098360656,490772340,323.77376,0.01805,0.539669070853,0.658782908934,103.0,0.615613067459,Ntsr1-Cre_GN220,1.085015,3.49380833333,1.023578,15.4375009537,25.5520839691,22.6625007629,0.00055,490758977,33,275.624990463,0.232087731361,1.340507904,,,1.433614,,,-71.8,14.1277540711,40.0,61.8333333333,0.0,1.08454,3.49330333333,1.023118,-44.59375,-42.1458358765,-44.4125015259,490758940,1.086325,3.495145,1.433614,-61.5,-59.3125025431,-71.8,1.50217697451,1.47570262378,1.53279841021,-101.406257629,-71.1748428345
453,Ntsr1,negative,VISp5,aspiny,NA,485905391,,5.985,-31.5668741147,0.939160787428,1.0264,14.7331025,1.023912,-61.8437538147,-54.8906269073,-62.3875030518,False,False,False,,,,485906811,122.972272,0.004165,,,,,Ntsr1-Cre_GN220,1.02578,14.7323225,1.023281,8.09375,5.90625047684,13.6250005722,,485906062,52,106.093712151,0.0183639489114,1.258798464,1.47693,,1.538338,-41.5000038147,,-66.2875061035,7.84690081405,300.0,342.8125,83.9999938965,1.02551,14.731965,1.023019,-44.28125,-30.6562519073,-46.9750015259,485906050,1.026445,14.73313,1.538338,-61.9375038147,-55.0,-66.2875061035,1.28046834969,0.956544381899,1.26294852961,-76.5625,-65.3424072266
224,Ntsr1,negative,VISp6a,aspiny,NA,490382353,0.0038187666095,8.16826086957,-25.0687508946,1.53928542001,1.02867,17.3138016667,1.024213,-72.53125,-58.583337148,-68.7562515259,False,False,False,0.707901907357,0.79515090222,0.762397820163,490383190,111.485752,0.005385,0.718869365928,0.803679532975,171.0,0.764705882353,Ntsr1-Cre_GN220,1.027965,17.3127116667,1.023347,13.0937509537,0.239583492279,17.8875011444,0.00034,490382743,41,80.3125426173,0.0118609098718,1.41580032,1.104345,,1.662986,-51.0937538147,,-78.5062545776,4.95116156944,310.0,407.333343506,0.0,1.027635,17.3122683333,1.023022,-51.6875,-31.7708365122,-50.4500022888,490382747,1.02875,17.3138466667,1.662986,-72.65625,-58.7187538147,-78.5062545776,1.22170850944,0.900857119663,1.31074276811,-86.8750076294,-78.2116088867
795,Ntsr1,negative,VISp6a,aspiny,NA,488674910,0.0255498425355,26.229,9.2968740345,0.522727224758,1.061055,8.00202333333,1.02422833333,-60.6875038147,-58.4687525431,-63.3750038147,False,False,False,0.815319299487,0.878607648023,0.865558110738,488675795,156.769056,0.024045,0.550055005501,0.641378046546,64.0,0.615511551155,Ntsr1-Cre_GN220,1.0601,8.00074666667,1.02332,30.3125,20.1250012716,35.1250012716,0.000485,488675152,40,159.843713045,0.1007777825,2.314149632,,,1.29699166667,,,-73.71875,16.1749317495,190.0,174.5,660.0,1.05973,8.00024,1.0229975,-31.1875,-26.1145852407,-42.9375012716,488675156,1.06113,8.00209,1.29699166667,-60.8437538147,-58.5520858765,-73.71875,1.51856031366,1.15751586402,1.6505895229,-91.1875076294,-72.7235183716
187,Pvalb,positive,VISal2/3,aspiny,NA,485060618,-0.000115878923358,13.1805172414,,0.804908080472,1.917515,24.58707,1.023878,-56.15625,-60.5104204814,-64.4062515259,False,False,False,0.982290436836,0.946852067445,0.928768201495,485071681,59.547116,0.229105,0.793251533742,0.882397545231,136.0,0.691411042945,Pvalb-IRES-Cre,1.91689,24.5864716667,1.023307,12.8750009537,18.8958339691,24.2562511444,0.000315,485067135,84,36.8750393391,0.0624788701534,2.336648704,,,1.209065,,,-78.1125045776,3.47211353613,720.0,589.166666667,1030.0,1.916615,24.5861966667,1.023062,-30.6875019073,-35.0833333333,-46.6937538147,485067112,1.91752,24.5871116667,1.209065,-56.2500038147,-60.6354204814,-78.1125045776,1.11936745489,1.14866673392,1.21379638988,-89.21875,-77.294883728
56,Pvalb,positive,VISal5,aspiny,NA,484744672,,,-16.6737509216,1.10400397861,1.028845,,1.023675,-68.03125,,-63.9947929382,False,False,False,,,,484746032,173.020368,0.00731,,,,,Pvalb-IRES-Cre,1.028195,,1.02304333333,13.5625,,17.1197919846,,484745113,64,147.098317742,0.0218489374965,1.126394624,1.34916,,1.4648,-46.59375,,-72.8125012716,6.95502282651,180.0,,430.000030518,1.02787,,1.02278083333,-46.90625,,-47.5885442098,484745097,1.02888,,1.4648,-68.0937576294,,-72.8125012716,1.08822513621,,1.23300073937,-96.1562576294,-72.1885299683
209,Pvalb,positive,VISl4,aspiny,NA,500879695,0.00413076782603,10.9284848485,-59.2524987408,1.13437487055,1.03576,,1.023504,-53.9687538147,,-57.7125007629,False,False,False,0.584683357879,0.726541703638,0.589101620029,509500673,215.414448,0.0081,0.577142857143,0.645328264957,159.0,0.674285714286,Pvalb-IRES-Cre,1.03496,,1.022776,14.8437509537,,22.0000015259,0.00042,509475676,38,142.499923706,0.0209459662437,1.307749248,,,1.685432,,,-73.6250045776,7.6266417755,249.999984741,,600.0,1.03458,,1.022476,-32.46875,,-46.1500022888,509475680,1.03582,,1.685432,-54.0312538147,,-73.6250045776,1.30505496599,,1.49959061918,-87.65625,-72.8005599976
46,Pvalb,positive,VISl5,aspiny,NA,466114829,0.00144221272674,7.221875,22.4424992479,1.20503963714,1.028245,15.5710166667,1.02394583333,-70.40625,-64.9062576294,-69.8333346049,False,False,False,0.959918478261,0.978277801817,0.916440217391,466245851,152.807744,0.005515,0.55472972973,0.702691544743,171.0,0.565540540541,Pvalb-IRES-Cre,1.02766,15.5702883333,1.0232725,23.0,17.1875,24.40625,0.000295,466188814,53,82.0311754942,0.0418916232884,1.7289152,2.015635,,1.56001833333,-48.21875,,-79.0677108765,4.2664618369,320.0,363.749989827,186.666666667,1.02738,15.5699466667,1.02300416667,-48.375,-34.4791679382,-47.7708358765,466188796,1.028285,15.571045,1.56001833333,-70.46875,-64.9687525431,-79.0677108765,1.26545909064,1.05537166545,1.28804637922,-89.21875,-78.3183364868
471,Pvalb,positive,VISl5,aspiny,NA,509617624,,13.3,-19.864998535,1.04948455111,1.04006,9.43529,1.024125,-62.0312538147,-57.15625,-62.9843788147,False,False,False,,,,509633391,249.662016,0.01008,,,,,Pvalb-IRES-Cre,1.0393,9.43441,1.02341,14.5312509537,10.8593754768,21.7812504768,,509624560,34,150.000110269,0.0468629747629,1.094335872,1.14422,,1.44919,-44.90625,,-72.9453144073,7.75330557053,170.0,210.3125,420.0,1.03898,9.43403,1.02313,-32.625,-30.0000009537,-44.257815361,509624564,1.04012,9.43544,1.44919,-62.125,-57.3437519073,-72.9453144073,1.17546094082,1.09649620665,1.39432781626,-88.6562576294,-71.8766479492
864,Pvalb,positive,VISl5,aspiny,NA,475895240,0.00530148594828,20.4194791667,-8.87374982522,0.831349226791,1.053435,8.86389833333,1.024141,-58.46875,-53.6041704814,-59.9125030518,False,False,False,0.607675906183,0.697863049478,0.65671641791,475939058,177.422192,0.015385,0.623830625308,0.710503182783,112.0,0.654849827671,Pvalb-IRES-Cre,1.052545,8.86269833333,1.023305,20.09375,11.364584287,28.3000011444,0.000405,475933819,54,135.312393308,0.0552352815866,2.031795456,1.64459,,1.529222,-45.6562538147,,-76.6812530518,7.7532005649,150.0,196.041666667,550.0,1.05221,8.86226,1.023024,-35.34375,-29.7395852407,-44.9875022888,475933797,1.053545,8.864115,1.529222,-58.5937538147,-53.739587148,-76.6812530518,1.5094790235,1.25748458402,1.77701855771,-99.9375076294,-76.0004272461
